Year,Provider Type,Provider,Provider (detailed),Provider Code,Agency Code,Extending Agency,CRS Identification N°,Donor project N°,Recipient,Recipient Code,Recipient Region,Recipient Income Group (OECD Classification),Concessionality,Climate objective (applies to Rio-marked data only) or climate component,Adaptation objective (applies to Rio-marked data only),Mitigation objective (applies to Rio-marked data only),Adaptation-related development finance - Commitment - Current USD thousand,Adaptation-related development finance - Commitment - 2018 USD thousand,Mitigation-related development finance - Commitment - Current USD thousand,Mitigation-related development finance - Commitment - 2018 USD thousand,Overlap - Commitment - Current USD thousand,Overlap - Commitment - 2018 USD thousand,Climate-related development finance - Commitment - Current USD thousand,Climate-related development finance - Commitment - 2018 USD thousand,Channel of Delivery Code,Channel of Delivery,Sub-sector Code,Sector (detailed),Sub-sector,Type of Aid,Financial Instrument,Type of Finance,Short Description,Description,Coal-related Financing,"Share of the underlying commitment, % (when available)",Gender,ID
2015,DAC member,Germany,Germany,5,1,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2015000990,201422989,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,11092.62341,12249.50487,0,0,11092.62341,12249.50487,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Grant,110,GRID INTEGRATION OF RENEWABLE ENERGY AND DEMAND SIDE ENERGY EFFICIENCY,The framework for the grid integration of renewable energy and demand-side energy efficiency has improved.,NA,1,Not significant,2542
2015,DAC member,United Kingdom,United Kingdom,12,11,"Department for Business, Innovation and Skills",2015002905,BIS-NF15RAE-0270,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,147.038961,136.1310483,0,0,147.038961,136.1310483,20000,Non-Governmental Organisation (NGO) and Civil Society,43082,IV.2. Other Multisector,Research/scientific institutions,E01,Grant,110,INNOVATION NODE: OTHER (INCLUDING AIR QUALITY),Innovation Nodes are a bilateral forum for senior Engineer-to-Engineer dialogues around areas of significant development priority to share knowledge and build policy consensus on the professional level and advocate for reform on policy and practice. Node,NA,1,NA,7428
2015,DAC member,United Kingdom,United Kingdom,12,11,"Department for Business, Innovation and Skills",2015001967,BIS-NF15RAE-0269,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,6.5481589,6.062391418,0,0,6.5481589,6.062391418,20000,Non-Governmental Organisation (NGO) and Civil Society,43082,IV.2. Other Multisector,Research/scientific institutions,E01,Grant,110,INNOVATION NODE: SUSTAINABLE MANUFACTURING,Innovation Nodes are a bilateral forum for senior Engineer-to-Engineer dialogues around areas of significant development priority to share knowledge and build policy consensus on the professional level and advocate for reform on policy and practice. Node,NA,1,NA,7362
2015,DAC member,United States,United States,302,1,Agency for International Development,2015016414,76_50158,Mexico,358,Caribbean & Central America,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,3363,3546.14648,0,0,3363,3546.14648,90000,Other,41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,MEXICO LOW EMISSIONS DEVELOPMENT (MLED) PROGRAM - CLEAN PRODUCTIVE ENVIRONMENT,"This ongoing mechanism will continue to support Mexican-led efforts to develop and implement a Low Emissions Development Strategy (LEDS) and strengthen systems for Monitoring, Reporting, and Verification (MRV) of emissions across all emitting sectors of the economy. MLED also promotes clean energy through interventions that impact policy development, financing, and institutional and technical capacities needed for the further development and deployment of clean energy in Mexico. National and sub-national activities include providing technical assistance to the GOM to develop, adopt, and implement policies, regulations, and/or administrative procedures that provide real reductions in GHG emissions while strengthening the technical and institutional capacity of GOM agencies. This mechanism contributes to the EC-LEDS initiative. (IM#40831 $3,630,000.00 direct GCC-CE, 100% to LEDS planning/development)",NA,1,Significant,8145
2015,DAC member,United States,United States,302,1,Agency for International Development,2015014628,76_48621,Viet Nam,769,Far East Asia,LMICs,Concessional and developmental,Principal,Principal,Principal,350,0,350,0,350,369.0607398,350,369.0607398,22000,Donor country-based NGO,41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM - CLEAN PRODUCTIVE ENVIRONMENT,"The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,Not significant,8074
2015,DAC member,United States,United States,302,1,Agency for International Development,2015016542,76_50265,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,4500,4745.066654,0,0,4500,4745.066654,90000,Other,41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,PARTNERSHIP FOR LAND USE SCIENCE (FOREST-PLUS) - CLEAN PRODUCTIVE ENVIRONMENT,"Partnership for Land Use Science (Forest-PLUS) program. This five-year, $16.8 million technical assistance contract will reduce emissions and enhance carbon sequestration through forests. USAID will work in close collaboration with the GOIs Ministry of Environment and Forests, local governments, and local communities to adopt innovations and best practices, and build the capacity of local stakeholders to better manage Indias forest resources. Forest-PLUS will: (1) develop and deploy scientific tools and methods for improved ecosystem management in both degraded and intact forests, forest carbon inventory, and monitoring; (2) design modalities to provide better incentives to forest-dependent communities for forest management and conservation; and (3) enhance human and institutional capacity. Targeted landscapes under the program will have the potential to reduce emissions and increase carbon sequestration. This would also generate co-benefits such as biodiversity conservation, enhance livelihoods, and help ecosystems and communities adapt to climate change.Reducing emissions and increasing sequestration from forests is an integral part of the Government of Indias Green India Mission (under the National Action Plan on Climate Change) and Indias Low Carbon Strategies for Inclusive Growth. These priorities are reemphasized in the Twelfth Five Year Plan (2012-2017) of the Government of India. The outputs and lessons from the Forest-PLUS will provide workable examples that Indias Green India Mission can adopt and scale-up. (IM # 53121, $2,000,000, Direct GCC-Sustainable Landscapes).",NA,1,Significant,8149
2015,DAC member,United States,United States,302,1,Agency for International Development,2015014601,76_48597,Brazil,431,South America,UMICs,Concessional and developmental,Principal,Principal,Principal,298.392,0,298.392,0,298.392,314.6422065,298.392,314.6422065,11001,Central Government,43010,IV.2. Other Multisector,Multisector aid,C01,Grant,110,PASA WITH THE US FOREST SERVICE - ADMINISTRATION AND OVERSIGHT,"This Participating Agency Service Agreement (PASA) with the U.S. Forest Service provides USAID with expert technical staff to develop and manage regional global climate change programs and to assist USG staff in the LAC region in designing and implementing country-specific climate change activities. Benefitting countries include Brazil, Eastern Caribbean regional countries, Colombia, Dominican Republic, Ecuador, El Salvador, Guatemala, Haiti, Honduras, Jamaica, Mexico and Peru. This agreement also contributes to USG Global Climate Change goals by providing expert technical assistance to support U.S. funded climate change activities in individual Latin American and Caribbean countries. T",NA,1,Not significant,8067
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015134868,201568120,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,41819.19024,46180.63334,0,0,41819.19024,46180.63334,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Debt instrument,421,POWER TRANSMISSION OF RENEWABLE ENERGY,To bind expansion of Indian power grid infrastructure to the planned by the GOI generation capacity from renewable energy sources to the grid,NA,1,Not significant,3351
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015134868a,201568120,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,64303.93788,71010.37969,0,0,64303.93788,71010.37969,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Debt instrument,421,POWER TRANSMISSION OF RENEWABLE ENERGY,To bind expansion of Indian power grid infrastructure to the planned by the GOI generation capacity from renewable energy sources to the grid,NA,1,Not significant,3388
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015134868b,201568120,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,28962.83971,31983.4572,0,0,28962.83971,31983.4572,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Debt instrument,421,POWER TRANSMISSION OF RENEWABLE ENERGY,To bind expansion of Indian power grid infrastructure to the planned by the GOI generation capacity from renewable energy sources to the grid,NA,1,Not significant,3389
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015134868c,201568120,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,1098.16972,1212.700985,0,0,1098.16972,1212.700985,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Debt instrument,421,POWER TRANSMISSION OF RENEWABLE ENERGY,To bind expansion of Indian power grid infrastructure to the planned by the GOI generation capacity from renewable energy sources to the grid,NA,1,Not significant,3390
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015134868d,201568120,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,2473.65502,2731.639585,0,0,2473.65502,2731.639585,10000,Public Sector Institutions,23630,II.3. Energy,Electric power transmission and distribution (centralised grids),C01,Debt instrument,421,POWER TRANSMISSION OF RENEWABLE ENERGY,To bind expansion of Indian power grid infrastructure to the planned by the GOI generation capacity from renewable energy sources to the grid,NA,1,Not significant,3391
2015,DAC member,Germany,Germany,5,2,Kreditanstalt für Wiederaufbau,2015130416,201366863,Mexico,358,Caribbean & Central America,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,55452.63833,61235.95277,0,0,55452.63833,61235.95277,10000,Public Sector Institutions,23210,II.3. Energy,"Energy generation, renewable sources - multiple technologies",C01,Debt instrument,421,PROGRAM TO PROMOTE ENERGY EFFICIENCY IN THE SME SECTOR,"Contribution to the efforts of the Mexican government for the reduction of CO2 emissions in micro, small and medium-sized enterprises (SMEs)",NA,1,Not significant,3288
2015,DAC member,United Kingdom,United Kingdom,12,3,Foreign & Commonwealth Office,2015002894,PPY CHN 1525,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,24.49656226,22.67931355,0,0,24.49656226,22.67931355,51000,"University, college or other teaching institution, research institute or think-tank",43060,IV.2. Other Multisector,Disaster Risk Reduction,C01,Grant,110,PROVIDE UK EXPERTISE ON FLOOD CONTROL IN SHANGHAI,Advise Shanghai policymakers on policies for flood risk reduction and disaster prevention. Provide advice to improve Shanghai's sustainable urban planning and understanding of the potential impact of climate change.,NA,1,NA,7425
2015,DAC member,United Kingdom,United Kingdom,12,3,Foreign & Commonwealth Office,2015001543,PPY CHN 1420,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,1.0710466,0.991592266,0,0,1.0710466,0.991592266,51000,"University, college or other teaching institution, research institute or think-tank",23210,II.3. Energy,"Energy generation, renewable sources - multiple technologies",C01,Grant,110,PROVIDING UK EXPERTISE TO INCREASE THE CAPACITY OF CHINA'S BANKING SECTOR TO TAKE ENVIRONMENTAL ISSUES INTO ACCOUNT WHEN  LENDING.,"Chinese banks and regulator will be better able to assess and manage the environmental impacts of lending using UK models, also leading to commercial collaboration opportunities for specialised UK green financial service providers.",NA,1,NA,7338
2015,DAC member,Switzerland,Switzerland,11,4,Swiss Agency for Development and Co-operation,2015001412,7F-08226.01-51000-730-41020-C01,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,155.8765458,151.9570714,0,0,155.8765458,151.9570714,51000,"University, college or other teaching institution, research institute or think-tank",41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,SINO-SWISS LOW CARBON CITIES (SSLCC) PROGRAM,"Due to rapid urbanization in China, curbing down energy demand and CO2 emissions is given high priority by the Chinese State Council. This project shall support a knowledge transfer from Swiss to Chinese cities, based on two decades of experiences and good practices from the 'EnergieStadt' initiative. The project will reduce CO2 emissions in selected cities through enhanced master planning, innovative pilot projects (green building, low-carbon transport, etc.), strengthened capacities, and enriched policy dialogue at national level.",NA,1,Not significant,6952
2015,DAC member,Switzerland,Switzerland,11,4,Swiss Agency for Development and Co-operation,2015001413,7F-08226.01-52000-730-41020-C01,China (People's Republic of),730,Far East Asia,UMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,488.4131768,476.1321572,0,0,488.4131768,476.1321572,90000,Other,41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,SINO-SWISS LOW CARBON CITIES (SSLCC) PROGRAM,"Due to rapid urbanization in China, curbing down energy demand and CO2 emissions is given high priority by the Chinese State Council. This project shall support a knowledge transfer from Swiss to Chinese cities, based on two decades of experiences and good practices from the 'EnergieStadt' initiative. The project will reduce CO2 emissions in selected cities through enhanced master planning, innovative pilot projects (green building, low-carbon transport, etc.), strengthened capacities, and enriched policy dialogue at national level.",NA,1,Not significant,6953
2015,DAC member,United States,United States,302,1,Agency for International Development,2015014925jxn,76_48908,Mexico,358,Caribbean & Central America,UMICs,Concessional and developmental,Principal,Principal,Not targeted/Not screened,150,158.1688885,0,0,0,0,150,158.1688885,11001,Central Government,41020,IV.1. General Environment Protection,Biosphere protection,C01,Grant,110,SMALL PROJECT ASSISTANCE (SPA) PROGRAM WITH PEACE CORPS - CLEAN PRODUCTIVE ENVIRONMENT,"New Small Project Assistance program award with Peace Corps. The SPA Program enables USAID to have direct development investments and impact in selected priority areas, while supporting U.S. Peace Corps volunteers to engage community members in participatory processes that contribute to capacity building and sustainable development.",NA,1,Principal,8366
2015,DAC member,United Kingdom,United Kingdom,12,7,Department for Environment Food and Rural Affairs,2015003794,20-016,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Principal,Principal,66.16997708,0,66.16997708,0,66.16997708,61.26123501,66.16997708,61.26123501,90000,Other,41030,IV.1. General Environment Protection,Bio-diversity,C01,Grant,110,SOCIO-ECOLOGICAL LANDSCAPES FOR BIODIVERSITY CONSERVATION AND CLIMATE CHANGE ADAPTATION,To increase the capacity of local communities to adapt to climate change and participate in biodiversity conservation through the improved management of socio-ecological landscapes and alternative livelihoods based on agroforestry principles and effectiv,NA,1,NA,7535
2015,DAC member,Germany,Germany,5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety",2015009720,10_I_142_IND_G_Solar,India,645,South & Central Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,12.97555,14.32880726,0,0,12.97555,14.32880726,10000,Public Sector Institutions,23230,II.3. Energy,Solar energy for centralised grids,C01,Grant,110,SOLAR MAPPING AND MONITORING (SOLMAP),"India does not currently have a system that can provide reliable data on insolation and to monitor the efficency of the installed equipment. The objective of the project is to develop the capacities needed to implement a solar measurement and monitoring programme to increase the country's solar power generation capacity to 20,000 megawatts by 2022.",NA,1,Not significant,3100
2015,DAC member,Germany,Germany,5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety",2015009722,10_I_147_VNM_G_REDO,Viet Nam,769,Far East Asia,LMICs,Concessional and developmental,Principal,Not targeted/Not screened,Principal,0,0,13.49804,14.90578924,0,0,13.49804,14.90578924,10000,Public Sector Institutions,23210,II.3. Energy,"Energy generation, renewable sources - multiple technologies",C01,Grant,110,SUPPORT IN THE ESTABLISHMENT OF A RENEWABLE ENERGY DEVELOPMENT OFFICE (REDO),"The Ministry of Industry and Trade (MoIT) will be supported in founding and establishing a Renewable Energy Development Office (REDO), including the inception of REDO, facilitating the institutional development, capacity development for REDO staff, development of a fund, a one-stop-information point for the private sector and technical standard procedures for renewable energies.",NA,1,Significant,3102
