"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2018 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2018 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2018 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2018 USD thousand","Channel of Delivery Code","Channel of Delivery","Sub-sector Code","Sector (detailed)","Sub-sector","Type of Aid","Financial Instrument","Type of Finance","Short Description","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003339","LN3262-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,6476.25,6815.78357510505,NA,0,6476.25,6815.78357510505,12000,"Recipient Government",14015,"I.4. Water Supply and Sanitation","Water resources conservation (including data collection)","C01","Debt instrument",421,"XINJIANG AKESU INTEGRATED URBAN DEVELOPMENT AND ENVIRONMENT IMPROVEMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1727,"Significant",86
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003340","LN3262-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,6476.25,6815.78357510505,NA,0,6476.25,6815.78357510505,12000,"Recipient Government",14050,"I.4. Water Supply and Sanitation","Waste management/disposal","C01","Debt instrument",421,"XINJIANG AKESU INTEGRATED URBAN DEVELOPMENT AND ENVIRONMENT IMPROVEMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1727,"Significant",87
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003341","LN3262-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,6476.25,6815.78357510505,NA,0,6476.25,6815.78357510505,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","C01","Debt instrument",421,"XINJIANG AKESU INTEGRATED URBAN DEVELOPMENT AND ENVIRONMENT IMPROVEMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1727,"Significant",88
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003342","LN3262-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,6476.25,6815.78357510505,NA,0,6476.25,6815.78357510505,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","C01","Debt instrument",421,"XINJIANG AKESU INTEGRATED URBAN DEVELOPMENT AND ENVIRONMENT IMPROVEMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1727,"Significant",89
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003343","LN3263-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,9176.25,9657.33781602898,NA,0,9176.25,9657.33781602898,12000,"Recipient Government",14050,"I.4. Water Supply and Sanitation","Waste management/disposal","C01","Debt instrument",421,"XINJIANG TACHENG BORDER CITIES AND COUNTIES DEVELOPMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.2447,"Significant",90
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003344","LN3263-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,9176.25,9657.33781602898,NA,0,9176.25,9657.33781602898,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","C01","Debt instrument",421,"XINJIANG TACHENG BORDER CITIES AND COUNTIES DEVELOPMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.2447,"Significant",91
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003345","LN3263-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,9176.25,9657.33781602898,NA,0,9176.25,9657.33781602898,12000,"Recipient Government",43060,"IV.2. Other Multisector","Disaster Risk Reduction","C01","Debt instrument",421,"XINJIANG TACHENG BORDER CITIES AND COUNTIES DEVELOPMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.2447,"Significant",92
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003346","LN3263-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,9176.25,9657.33781602898,NA,0,9176.25,9657.33781602898,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","C01","Debt instrument",421,"XINJIANG TACHENG BORDER CITIES AND COUNTIES DEVELOPMENT","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.2447,"Significant",93
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003365","LN3277-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,14200,14944.4704522666,NA,0,14200,14944.4704522666,12000,"Recipient Government",14015,"I.4. Water Supply and Sanitation","Water resources conservation (including data collection)","C01","Debt instrument",421,"HUBEI ENSHI QING RIVER UPSTREAM ENVIRONMENT REHABILITATION","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.568,"Significant",98
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003366","LN3277-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,14200,14944.4704522666,NA,0,14200,14944.4704522666,12000,"Recipient Government",14022,"I.4. Water Supply and Sanitation","Sanitation - large systems","C01","Debt instrument",421,"HUBEI ENSHI QING RIVER UPSTREAM ENVIRONMENT REHABILITATION","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.568,"Significant",99
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003367","LN3277-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,14200,14944.4704522666,NA,0,14200,14944.4704522666,12000,"Recipient Government",14032,"I.4. Water Supply and Sanitation","Basic sanitation","C01","Debt instrument",421,"HUBEI ENSHI QING RIVER UPSTREAM ENVIRONMENT REHABILITATION","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.568,"Significant",100
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003368","LN3277-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,14200,14944.4704522666,NA,0,14200,14944.4704522666,12000,"Recipient Government",43060,"IV.2. Other Multisector","Disaster Risk Reduction","C01","Debt instrument",421,"HUBEI ENSHI QING RIVER UPSTREAM ENVIRONMENT REHABILITATION","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.568,"Significant",101
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003407","LN3303-INO","Indonesia",738,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,233320,245552.383515693,NA,0,233320,245552.383515693,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"SUSTAINABLE AND INCLUSIVE ENERGY PROGRAM (SUBPROGRAM 1)","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.5833,"Not significant",105
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003408","LN3306-IND","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",28255.5,29736.865131269,0,0,NA,0,28255.5,29736.865131269,12000,"Recipient Government",21020,"II.1. Transport and Storage","Road transport","C01","Debt instrument",421,"RURAL CONNECTIVITY INVESTMENT PROGRAM – TRANCHE 3","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1035,"Significant",106
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003427","LN3321-PAK","Pakistan",665,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,10000,10524.2749663849,NA,0,10000,10524.2749663849,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"SUSTAINABLE ENERGY SECTOR REFORM PROGRAM (SUBPROGRAM 2)","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.1,"Not significant",107
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003440","LN3339-INO","Indonesia",738,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,172500,181543.74317014,NA,0,172500,181543.74317014,12000,"Recipient Government",23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","C01","Debt instrument",421,"ELECTRICITY GRID STRENGTHENING-SUMATRA PROGRAM","Description :. Product Type: Product Type: LIBOR BASED LOAN",NA,0.3,"Not significant",108
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003244-6","LN3201-VIE","Viet Nam",769,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",12688,13353.2000773492,0,0,NA,0,12688,13353.2000773492,12000,"Recipient Government",11320,"I.1.c. Secondary Education","Secondary education","C01","Debt instrument",421,"SECOND LOWER SECONDARY EDUCATION FOR THE MOST DISADVANTAGED AREAS","Description :. Product Type: NEW ADF",NA,0.1586,"Principal",117
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003299-6","LN3235-VIE","Viet Nam",769,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,2070.18,2178.71435499108,NA,0,2070.18,2178.71435499108,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","C01","Debt instrument",421,"STRENGTHENING SUSTAINABLE URBAN TRANSPORTFOR HA NOI METRO LINE 3","Description :. Product Type: NEW ADF",NA,0.4929,"Significant",119
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2015003428-6","LN3322-PAK","Pakistan",665,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,30000,31572.8248991548,NA,0,30000,31572.8248991548,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"SUSTAINABLE ENERGY SECTOR REFORM PROGRAM-SUBPROGRAM 2","Description :. Product Type: NEW ADF",NA,0.1,"Not significant",144
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,11,"Technical Assistance Special Fund (TASF)","2015005329-6","TA8885-INO","Indonesia",738,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,170,178.912674428544,NA,0,170,178.912674428544,90000,"Other",23240,"II.3. Energy","Wind energy","D02","Grant",110,"DEVELOPMENT OF WEST TIMOR WIND POWER","Description :. Product Type:",NA,1,"Not significant",145
2015,"Multilateral development bank","AsDB","Asian Development Bank",915,11,"Technical Assistance Special Fund (TASF)","2015005507-6","TA8981-PRC","China (People's Republic of)",730,"Asia","UMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,500,526.213748319247,NA,0,500,526.213748319247,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"SHAANXI ACCELERATED ENERGY EFF ICIENCY   ENVIRONMENT IMPROVEM ENT FINA","Description :. Product Type:",NA,1,"Not significant",147
2015,"DAC member","Australia","Australia",801,5,"Australian Government","2007001778","07B207","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",20738.53031783,0,20738.53031783,0,20738.53031783,22055.3343509036,20738.53031783,22055.3343509036,90000,"Other",43030,"IV.2. Other Multisector","Urban development and management","D02","Grant",110,"INDONESIA INFRASTRUCTURE INITIATIVE: TO HELP REGIONAL PARTNERS ADDRESS THEIR PRESSING INFRASTRUCTURE NEEDS","The Australian Government launched the Infrastructure for Growth Initiative (IFGI) in 2007 to help regional partners address their pressing infrastructure needs. IFGI is directed towards helping regional partner government improve their infrastructure policies and finance high-priority infrastructure in conjunction with other international donors. The Indonesia Infrastructure Initiative (IndII) has been developed within the IFGI framework and is supported by funding under IFGI. and aims to support national and sub-national governments' efforts to address constraints on infrastructure investment and enable efficient and effective infrastructure service delivery. The total value of this initiative is $178.6 million over 8 years, starting 2007-08.",NA,1,"Principal",170
2015,"DAC member","Australia","Australia",801,5,"Australian Government","2011001060","11A919","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",601.097002028702,639.263976467548,0,0,0,0,601.097002028702,639.263976467548,41114,"United Nations Development Programme",74020,"VIII.3. Disaster Prevention & Preparedness","Multi-hazard response preparedness","B03","Grant",110,"COMMUNITY BASED DISASTER RISK MANAGEMENT: ENHANCING DISASTER RISK MANAGEMENT","Australia's climate change assistance will include support for disaster risk reduction in recognition that working with communities on the immediate threat of climate-related disasters will also build resilience for climate change adaptation.  The government of Vietnam has established a Community Based Disaster Risk Management (CBDRM) program in recognition of the important role communities can play in reducing the impact of climate-related disasters through participatory planning and small-scale investment.  This represents an ambitious program to implement community-based activities in over 6,000 communes across Vietnam by 2020 and the government is seeking a 40% contribution from donors to help achieve this goal.  Australia has been actively supporting the government in developing the guidelines and criteria for this national program, drawing on the good practice models that have been piloted by Australian funded Non-Government Organisations. The total value of this initiative is $9.2 million over five years, starting 2011-12.",NA,1,"Not significant",215
2015,"DAC member","Australia","Australia",801,5,"Australian Government","2012001598","12B411","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",2963.73882335262,0,2963.73882335262,0,2963.73882335262,3151.92299917207,2963.73882335262,3151.92299917207,44001,"International Bank for Reconstruction and Development",14030,"I.4. Water Supply & Sanitation","Basic drinking water supply and basic sanitation","B04","Grant",110,"SUSTAINABLE DEVELOPMENT: TARGETING WATER AND SANITATION IN VIETNAM","The aid partnership between Australia and the World Bank has consisted of selected co-financing of multi-donor programs such as the Poverty Reduction Support Credit; the public financial management reform program; technical assistance; quality assurance; and strengthened monitoring and evaluation.  Priority activities include:  development of Public Private Partnership (PPP) cell within the Ministry of Transport; PPP expressway viability assessment; additional financing for the Mekong Delta Transport Infrastructure Development Project; energy efficiency and climate change; strengthened monitoring and evaluation and technical assistance for the Rural Water Supply and Sanitation National Target Program Phase ; project preparation support including improved quality of local capacity for social and environmental safeguards; senior infrastructure specialist (ii) Financial and private sector development focused on creating a stable, efficient and resilient financial system that supports sustainable and inclusive growth through private sector participation.  Priority activities include:  World Bank – IMF Financial Sector Assessment Program ; strengthening of key elements of the regulatory/supervisory framework (banking and non banking) and help bring Vietnam closer to international best practice (iii) Poverty reduction and economic management window focused on supporting the GoV to design and adopt key macroeconomic reform. The total value of this initiative is $43.0 million over five years, starting 2011-12.",NA,1,"Significant",264
2015,"DAC member","Australia","Australia",801,5,"Australian Government","2013000352","13A682","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",6762.3412728229,7191.71973525991,0,0,0,0,6762.3412728229,7191.71973525991,44001,"International Bank for Reconstruction and Development",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","B03","Grant",110,"WORLD BANK INFRASTRUCTURE ACTIVITIES: PROVISION OF TECHNICAL ASSISTANCE AIMED AT LEVERAGING IMPROVEMENTS IN INFRASTRUCTURE IN INDONESIA","The Multilateral Development Bank Infrastructure Assistance Program (MDB-IAP) provides technical assistance and small scale pilot activities aimed at leveraging improvements in infrastructure in Indonesia. Funding will support a range of activities including: direct project preparation support and implementation such as plans, feasibility studies, engineering designs, environmental impact assessments, capacity building for developing countries implementing agencies, enhanced monitoring and evaluation support, regulatory and institutional development and reform. The total value of this initiative is $40.5 million over 4 years, starting 2012-13.",NA,1,"Not significant",384
2015,"DAC member","Canada","Canada",301,99,"Miscellaneous","2015105002","2015105002","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1253.60244074161,1299.46076188286,0,0,1253.60244074161,1299.46076188286,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CHINA COUNCIL FOR INTERNATIONAL COOPERATION ON ENVIRONMENT AND DEVELOPMENT","The China Council is a high-level advisory body that provides China's State Council with research-based policy recommendations on environment and development.",NA,1,"Significant",970
