"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2018 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2018 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2018 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2018 USD thousand","Channel of Delivery Code","Channel of Delivery","Sub-sector Code","Sector (detailed)","Sub-sector","Type of Aid","Financial Instrument","Type of Finance","Short Description","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015003128","PPY BRA 1401.1","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,32.1619556913675,29.7760587616335,0,0,32.1619556913675,29.7760587616335,20000,"Non-Governmental Organisation (NGO) and Civil Society",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"GREEN FISCAL POLICY IN BRAZIL","This project is designed to support the development of greener Brazilian fiscal policy, by eliminating perverse subsidies for pollutant activities and creating incentives for green economic business.",NA,1,NA,7456
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015003603","PPY IND 1422","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,53.9343009931245,49.9332481845921,0,0,53.9343009931245,49.9332481845921,90000,"Other",33120,"III.3.a. Trade Policies & Regulations","Trade facilitation","C01","Grant",110,"FACILITATE POLICY FORMULATION FOR ACCELERATING INDUSTRIAL ENERGY EFFICIENCY IN INDIA.","This project aims to contribute towards halting climate change by improving energy efficiency in energy intensive industry sectors in India",NA,1,NA,7516
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/a","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",16050,"I.6. Other Social Infrastructure and Services","Multisector aid for basic social services","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8812
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/b","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8813
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/c","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8814
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/d","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23640,"II.3. Energy","Retail gas distribution","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8815
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/e","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23270,"II.3. Energy","Biofuel-fired power plants","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8816
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/f","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",15110,"I.5.a. Government and Civil Society - general","Public sector policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8817
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/g","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8818
2016,"DAC member","Denmark","Denmark",3,3,"Investment Fund For Developing Countries","2016320078",NA,"Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,320.912818684257,348.941408188693,0,0,320.912818684257,348.941408188693,62009,"Other non-financial corporations",32110,"III.2. Industry, Mining, Construction","Industrial policy and administrative management","C01","Equity and shares in collective investment vehicles",510,"INDUSTRIAL POLICY & ADMIN. MGMT","IFU Equity investment",NA,1,NA,10046
2016,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2016011515","09_I_115_CHN_G_Elekt","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,416.86361,456.388971501883,0,0,416.86361,456.388971501883,11003,"Public corporations",21010,"II.1. Transport & Storage","Transport policy and administrative management","D02","Grant",110,"CLIMATE PROTECTION AND ELECTRIC VEHICLES IN CHINA - FIELD TESTS, CASE STUDIES AND POLICY ADVICE ON INTEGRATING RENEWABLES INTO THE GROWTH MARKET","Support for relevant decision-makers in developing strategies for rolling out electric transport to reduce levels of greenhouse gases. That includes renewable energy grid integration, using intelligent grid and charging technologies (smart grids), for example. To this end, model and pilot projects will be supported, analyses and studies conducted, and dialogue initiated.",NA,1,"Not significant",12182
2016,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2016011602","13_I_199_THL_G_Entwi","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,508.68075,556.911850173985,0,0,508.68075,556.911850173985,11003,"Public corporations",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORT TO THE STRATEGIC ALIGNMENT AND IMPLEMENTATION OF CLIMATE CHANGE POLICY IN THAILAND","The aim oft the projcet is to support Thailands government implementation of a climate policy.",NA,1,"Not significant",12219
2016,"Multilateral development bank","WB","International Bank for Reconstruction and Development",901,1,"IBRD","2016026768","P157224.IBRD86050.crs1","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,67425,71487.8701226824,NA,0,67425,71487.8701226824,12000,"Recipient Government",23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","A02","Debt instrument",421,"FIRST PROGRAMMATIC ELECTRICITY DISTRIBUTION REFORM DEVELOPMENT POLICY LOAN FOR RAJASTHAN",NA,NA,0.29,NA,18557
2016,"Multilateral development bank","WB","International Bank for Reconstruction and Development",901,1,"IBRD","2016026769","P157224.IBRD86050.crs2","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,5075,5380.807428589,NA,0,5075,5380.807428589,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"FIRST PROGRAMMATIC ELECTRICITY DISTRIBUTION REFORM DEVELOPMENT POLICY LOAN FOR RAJASTHAN",NA,NA,0.29,NA,18558
2017,"Multilateral development bank","AsDB","Asian Development Bank",915,3,"Climate Change Fund","2017001643","TA9393-PRC","China (People's Republic of)",730,"Asia","UMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,350,364.725298856691,NA,0,350,364.725298856691,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","D02","Grant",110,"STRATEGIC POLICY STUDY ON COLLABORATIVE CONTROL OF AIR POLLUTION AND CARBON EMISSIONS IN THE TRANSPORT SECTOR","Strategic Policy Study on Collaborative Control of Air Pollution and Carbon Emissions in the Transport Sector",NA,1,"Not significant",19038
