"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2018 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2018 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2018 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2018 USD thousand","Channel of Delivery Code","Channel of Delivery","Sub-sector Code","Sector (detailed)","Sub-sector","Type of Aid","Financial Instrument","Type of Finance","Short Description","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015009476fys","76_38894","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Significant","Principal",560,0,560,0,560,590.497183655316,560,590.497183655316,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"ENHANCING CAPACITY FOR LOW EMISSION DEVELOPMENT STRATEGIES - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Capacity for Low Emission Development Strategies (EC-LEDS) is a flagship U.S. government effort that assists partner countries in developing and implementing LEDS. The program, which advances the international goals of theU.S. Climate Action Plan, enhances partner country efforts by providing targeted technical assistance and building a shared global knowledge base on LEDS.",NA,1,"Not significant",8185
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015009476qqe","76_38894","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",700,0,700,0,700,738.121479569145,700,738.121479569145,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"ENHANCING CAPACITY FOR LOW EMISSION DEVELOPMENT STRATEGIES - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Capacity for Low Emission Development Strategies (EC-LEDS) is a flagship U.S. government effort that assists partner countries in developing and implementing LEDS. The program, which advances the international goals of theU.S. Climate Action Plan, enhances partner country efforts by providing targeted technical assistance and building a shared global knowledge base on LEDS.",NA,1,"Not significant",8188
2016,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2016011532","11_I+002_CHN_G_ETS-C","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,2764.56928,3026.69482314588,0,0,2764.56928,3026.69482314588,11003,"Public corporations",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CAPACITY BUILDING TO SUPPORT THE ESTABLISHMENT OF A NATIONAL EMISSION TRADING SCHEME (ETS) IN CHINA","The project promotes the reduction of greenhouse gas emissions and fosters the development of a low-carbon economy in China by introducing a national 'cap and trade' emissions trading system (ETS).",NA,1,"Not significant",12194
2016,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2016002817","2016070367750","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",71,0,71,0,71,76.9236336401655,71,76.9236336401655,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"KOICA-GIZ JOINT CAPACITY DEVELOPMENT PROGRAM - GREEN ECONOMIC DEVELOPMEN","A capacity development program for the participants to  enable them to better understand and appreciate how innovation and green technologies support strategies towards mitigation and adaptation to climate change, especially also in the SME sector.",NA,1,"Not significant",14453
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169012861","76_50833","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",148,0,148,0,148,154.460867960077,148,154.460867960077,22000,"Donor country-based NGO",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM - NATURAL RESOURCES AND BIODIVERSITY","The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,"Not significant",17805
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169005587A","76_40798","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",347,0,347,0,347,362.148116095585,347,362.148116095585,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"ENHANCING CAPACITY FOR LOW EMISSION DEVELOPMENT STRATEGIES - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Capacity for Low Emission Development Strategies (EC-LEDS) is a flagship U.S. government effort that assists partner countries in developing and implementing LEDS. The program, which advances the international goals of theU.S. Climate Action Plan, enhances partner country efforts by providing targeted technical assistance and building a shared global knowledge base on LEDS.",NA,1,"Not significant",17975
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169005589A","76_40798","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Principal",150,0,150,0,150,156.548176986564,150,156.548176986564,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"ENHANCING CAPACITY FOR LOW EMISSION DEVELOPMENT STRATEGIES - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Capacity for Low Emission Development Strategies (EC-LEDS) is a flagship U.S. government effort that assists partner countries in developing and implementing LEDS. The program, which advances the international goals of theU.S. Climate Action Plan, enhances partner country efforts by providing targeted technical assistance and building a shared global knowledge base on LEDS.",NA,1,"Not significant",17976
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169012858A","76_50833","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",250,0,250,0,250,260.91362831094,250,260.91362831094,22000,"Donor country-based NGO",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM - CLEAN PRODUCTIVE ENVIRONMENT","The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,"Not significant",18140
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169012858B","76_50833","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",400,0,400,0,400,417.461805297505,400,417.461805297505,22000,"Donor country-based NGO",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM - CLEAN PRODUCTIVE ENVIRONMENT","The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,"Not significant",18141
2017,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2017005737","201730282","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",304.36253,323.485109642696,0,0,0,0,304.36253,323.485109642696,22000,"Donor country-based NGO",41081,"IV.1. General Environment Protection","Environmental education/training","B01","Grant",110,"EDUCATION AND CAPACITY BUILDING TO PROMOTE UNDERSTANDING OF SUSTAINABLE DEVELOPMENT WITH A FOCUS ON CLIMATE CHANGE IMPACTS IN INDIA","Education and capacity building to promote understanding of sustainable development with a focus on climate change impacts in India",NA,1,"Not significant",23419
2017,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2017079016","2017040150370","Pakistan",665,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",47.761,0,47.761,0,47.761,49.3140829336887,47.761,49.3140829336887,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","E01","Grant",110,"CAPACITY BUILDING IN ATMOSPHERE SCIENCE (17-19)","KOICA-Hankuk University of Foreign Studies Cooperation Program : Master's Degree Program in Atmospheric Environment",NA,1,"Not significant",26801
2017,"DAC member","United States","United States",302,1,"Agency for International Development","2017021428G","76_51191","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",300,0,300,0,300,307.307848238846,300,307.307848238846,22000,"Donor country-based NGO",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM","The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,"Not significant",30536
2018,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2017079016","2017040150370","Pakistan",665,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",2.455,0,2.455,0,2.455,2.455,2.455,2.455,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","E01","Grant",110,"CAPACITY BUILDING IN ATMOSPHERE SCIENCE (17-19)","KOICA-Hankuk University of Foreign Studies Cooperation Program : Master's Degree Program in Atmospheric Environment",NA,1,"Not significant",39355
2018,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2018000306","NERC_IN_NE/P000649/1","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",299.766680005335,299.766680005335,0,0,0,0,299.766680005335,299.766680005335,51000,"University, college or other teaching institution, research institute or think-tank",41082,"IV.1. General Environment Protection","Environmental research","C01","Grant",110,"THE PRIMARY OBJECTIVE OF THE LEADERS IN INNOVATION FELLOWSHIPS (LIF) PROGRAMME IS TO BUILD THE CAPACITY OF RESEARCHERS FOR ENTREPRENEURSHIP AND COMMER","The programme has four focuses: disaster risk, sub-seasonal to seasonal forecasting, disaster risk monitoring, and the integration of these into practical decision making. The programme is targeting countries across sub-Saharan Africa and south Asia.",NA,1,"Not significant",42685
2018,"DAC member","United States","United States",302,1,"Agency for International Development","2018020483H","76_52924","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,50,50,0,0,50,50,22000,"Donor country-based NGO",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PARTNER CAPACITY DEVELOPMENT (PCD) PROGRAM","The Partner Capacity Development (PCD) Program will build institutional capacity of Vietnamese agencies, organizations and individuals in a wide range of issues that USAID is working on, including economic growth and inclusion, private sector partnerships and innovation, HIV/AIDS, climate change and disaster risk reduction, disability and vulnerable populations, avian and pandemic influenza, education, and environmental remediation.",NA,1,"Significant",43659
2017,"Multilateral development bank","AsDB","Asian Development Bank",915,11,"Technical Assistance Special Fund (TASF)","2017002323","TA9318-IND","India",645,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",270,281.359516260876,0,0,NA,0,270,281.359516260876,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","D02","Grant",110,"CAPACITY DEVELOPMENT OF INSTITUTIONS IN THE URBAN SECTOR OF MADHYA PRADESH","The proposed Project will support government in improved and sustainable urban services to approximately 1.3 million people in selected towns of the State (geographic coverage), improved institutional and financial management capacity of benefitting urban local bodies, and the development and operationalization of the Madhya Pradesh Urban Development Company Limited . The proposed Project will be implemented over 5 years from 2017 through 2022 (time slice).",NA,0.27,"Significant",19069
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/g","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8818
2016,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2016011515","09_I_115_CHN_G_Elekt","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,416.86361,456.388971501883,0,0,416.86361,456.388971501883,11003,"Public corporations",21010,"II.1. Transport & Storage","Transport policy and administrative management","D02","Grant",110,"CLIMATE PROTECTION AND ELECTRIC VEHICLES IN CHINA - FIELD TESTS, CASE STUDIES AND POLICY ADVICE ON INTEGRATING RENEWABLES INTO THE GROWTH MARKET","Support for relevant decision-makers in developing strategies for rolling out electric transport to reduce levels of greenhouse gases. That includes renewable energy grid integration, using intelligent grid and charging technologies (smart grids), for example. To this end, model and pilot projects will be supported, analyses and studies conducted, and dialogue initiated.",NA,1,"Not significant",12182
2017,"Multilateral development bank","AsDB","Asian Development Bank",915,3,"Climate Change Fund","2017001643","TA9393-PRC","China (People's Republic of)",730,"Asia","UMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,350,364.725298856691,NA,0,350,364.725298856691,12000,"Recipient Government",21010,"II.1. Transport and Storage","Transport policy and administrative management","D02","Grant",110,"STRATEGIC POLICY STUDY ON COLLABORATIVE CONTROL OF AIR POLLUTION AND CARBON EMISSIONS IN THE TRANSPORT SECTOR","Strategic Policy Study on Collaborative Control of Air Pollution and Carbon Emissions in the Transport Sector",NA,1,"Not significant",19038
2017,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2017011875","09_I_115_CHN_G_Elekt","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,12.25569,13.0256941398039,0,0,12.25569,13.0256941398039,11003,"Public corporations",21010,"II.1. Transport & Storage","Transport policy and administrative management","C01","Grant",110,"CLIMATE PROTECTION AND ELECTRIC VEHICLES IN CHINA - FIELD TESTS, CASE STUDIES AND POLICY ADVICE ON INTEGRATING RENEWABLES INTO THE GROWTH MARKET","Support for relevant decision-makers in developing strategies for rolling out electric transport to reduce levels of greenhouse gases. That includes renewable energy grid integration, using intelligent grid and charging technologies (smart grids), for example. To this end, model and pilot projects will be supported, analyses and studies conducted, and dialogue initiated.",NA,1,"Not significant",23914
2018,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2018123987","2018040154784","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,17.311,17.311,0,0,17.311,17.311,11000,"Donor Government",21010,"II.1. Transport & Storage","Transport policy and administrative management","D02","Grant",110,"PUBLIC TRANSPORTATION POLICY AND OPERATION TECHNOLOGY","Program To Benchmark low-carbon public transportation policies, railway and eco-friendlypublic transportation policies and operational technologies",NA,1,"Not significant",39468
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2015000365","114320-104","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,91.6210847975554,84.8242821710269,0,0,91.6210847975554,84.8242821710269,90000,"Other",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"RESEARCH STUDY FOR INDIA ROOFTOP SOLAR POLICY - PHASE 2","To provide improved policies and practices for tackling the impacts of climate change and meeting energy needs for poor people in India and to assist think-tanks to develop analysis innovation and lesson learning during Govt. of India's 12th five year pla",NA,1,"Not significant",7152
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/b","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8813
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/c","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8814
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/d","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23640,"II.3. Energy","Retail gas distribution","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8815
2016,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank","2016000115/e","LN3356-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,16812.856022,17825.9587347734,NA,0,16812.856022,17825.9587347734,12000,"Recipient Government",23270,"II.3. Energy","Biofuel-fired power plants","C01","Debt instrument",421,"BEIJING-TIANJIN-HEBEI AIR QUALITY IMPROVEMENT-HEBEI POLICY REFORMS PROGRAM","Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program",NA,0.3923,NA,8816
2016,"Multilateral development bank","WB","International Bank for Reconstruction and Development",901,1,"IBRD","2016026768","P157224.IBRD86050.crs1","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,67425,71487.8701226824,NA,0,67425,71487.8701226824,12000,"Recipient Government",23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","A02","Debt instrument",421,"FIRST PROGRAMMATIC ELECTRICITY DISTRIBUTION REFORM DEVELOPMENT POLICY LOAN FOR RAJASTHAN",NA,NA,0.29,NA,18557
2016,"Multilateral development bank","WB","International Bank for Reconstruction and Development",901,1,"IBRD","2016026769","P157224.IBRD86050.crs2","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,5075,5380.807428589,NA,0,5075,5380.807428589,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"FIRST PROGRAMMATIC ELECTRICITY DISTRIBUTION REFORM DEVELOPMENT POLICY LOAN FOR RAJASTHAN",NA,NA,0.29,NA,18558
2017,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation, Building and Nuclear Safety","2017012112","17_I_322_THA_G_Polic","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,20178.10844,21445.8646440336,0,0,20178.10844,21445.8646440336,11003,"Public corporations",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"THAI-GERMAN CLIMATE CHANGE POLICY PROGRAMME","In its NDC, Thailand is committed to ambitious mitigation targets and defines priority areas for adaptation to climate change. For a successful NDC implementation it is necessary to improve individual and institutional capacities as well as cooperation between ministries and authorities. The climate programme starts there and supports Thailand with a cross-sectoral approach, including the operationalization of the NDC and anchoring in 5 sectoral plans, the implementation of the NDCs at the sub-national level, the establishment of a MRV system, the mobilization of funds for NDC implementation and the extension of international cooperation. As a key project with interface function of IKI, the programme ensures the cooperation between the IKI projects. By promoting NDC implementation, the programme supports the decarbonisation of the Thai economy in the long term and strengthens the adaptability of Thailand to the effects of climate change.",NA,1,"Not significant",23986
2017,"DAC member","Korea","Korea",742,99,"Miscellaneous","2017084203","201718000041","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",173.354,0,173.354,0,173.354,178.991091746125,173.354,178.991091746125,11003,"Public corporations",23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"CLIMATE CHANGE RESPONSE PROGRAM(REGIONAL POLICY CONSULTING PROJECT)","KEA implements cooperation projects with developing countries to build infrastructure for climate change adaptation and lay foundation of relative businesses.",NA,1,"Not significant",26889
